genome_a,genome_b,species_a,species_b,mash_dist,n_shared,mtf_distance,random_mean
GCF_040412195.1,GCF_043758405.1,Vibrio cholerae,Vibrio cholerae,0.00137,92,91,90.31
GCF_040412195.1,GCF_043759795.1,Vibrio cholerae,Vibrio cholerae,0.00142,90,89,88.38
GCF_040412195.1,GCF_043760105.1,Vibrio cholerae,Vibrio cholerae,0.00150,82,81,80.09
GCF_040412195.1,GCF_043760675.1,Vibrio cholerae,Vibrio cholerae,0.00150,85,84,83.35
GCF_040412195.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.00154,75,74,73.31
GCF_040412195.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.00153,81,80,79.34
GCF_040412195.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.00153,70,69,68.18
GCF_040412195.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.00151,81,80,79.34
GCF_040412195.1,GCF_043766185.1,Vibrio cholerae,Vibrio cholerae,0.00121,88,87,86.21
GCF_040412195.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.00154,82,81,80.09
GCF_040412195.1,GCF_043769025.1,Vibrio cholerae,Vibrio cholerae,0.00119,91,90,89.23
GCF_040412195.1,GCF_044343075.1,Vibrio cholerae,Vibrio cholerae,0.00152,88,87,86.21
GCF_040412195.1,GCF_044343085.1,Vibrio cholerae,Vibrio cholerae,0.00156,93,92,91.36
GCF_040412195.1,GCF_044343165.1,Vibrio cholerae,Vibrio cholerae,0.00170,91,90,89.23
GCF_040412195.1,GCF_044905045.1,Vibrio cholerae,Vibrio cholerae,0.00242,97,96,95.14
GCF_040412195.1,GCF_044905055.1,Vibrio cholerae,Vibrio cholerae,0.00231,93,92,91.36
GCF_040412195.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.01959,18,16,16.26
GCF_040412195.1,GCF_045689325.1,Vibrio cholerae,Vibrio cholerae V52,0.00631,66,65,64.29
GCF_040412195.1,GCF_046736365.1,Vibrio cholerae,Vibrio cholerae C6706,0.00163,89,88,87.27
GCF_040412195.1,GCF_046850195.1,Vibrio cholerae,Vibrio aestuarianus subsp. francensis,0.23011,17,16,15.42
GCF_040412195.1,GCF_047221425.1,Vibrio cholerae,Vibrio cholerae,0.01846,11,10,9.41
GCF_040412195.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.00124,101,56,99.29
GCF_040412195.1,GCF_050500225.1,Vibrio cholerae,Vibrio cholerae,0.00053,101,100,99.29
GCF_040412195.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.01896,18,16,16.26
GCF_040412195.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.00643,55,54,53.28
GCF_040412195.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.00643,58,57,56.23
GCF_040412195.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.00643,58,57,56.23
GCF_040412195.1,GCF_052956585.1,Vibrio cholerae,Vibrio cholerae,0.00072,94,93,92.26
GCF_040412195.1,GCF_053202865.1,Vibrio cholerae,Vibrio cholerae,0.02019,20,18,18.30
GCF_040412195.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01703,17,16,15.42
GCF_040412195.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01750,18,17,16.26
GCF_040412195.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01675,22,20,20.38
GCF_040412195.1,GCF_053220535.1,Vibrio cholerae,Vibrio cholerae,0.01844,19,17,17.29
GCF_040412195.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.01919,20,19,18.30
GCF_040412195.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.01919,20,19,18.30
GCF_040412195.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01645,17,11,15.42
GCF_040412195.1,GCF_053220615.1,Vibrio cholerae,Vibrio cholerae,0.01816,17,16,15.42
GCF_040412195.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01693,23,21,21.19
GCF_040412195.1,GCF_053220655.1,Vibrio cholerae,Vibrio cholerae,0.01723,24,23,22.24
GCF_040412195.1,GCF_053220675.1,Vibrio cholerae,Vibrio cholerae,0.01682,23,20,21.19
GCF_040412195.1,GCF_053220695.1,Vibrio cholerae,Vibrio cholerae,0.01769,18,13,16.26
GCF_040412195.1,GCF_053220715.1,Vibrio cholerae,Vibrio cholerae,0.01683,22,20,20.38
GCF_040412195.1,GCF_054112565.1,Vibrio cholerae,Vibrio metschnikovii,0.23511,12,10,10.26
GCF_040412195.1,GCF_054906185.1,Vibrio cholerae,Vibrio cholerae,0.01724,20,19,18.30
GCF_040412195.1,GCF_055389885.1,Vibrio cholerae,Vibrio cholerae,0.01814,11,10,9.41
GCF_040412195.1,GCF_055797365.1,Vibrio cholerae,Vibrio cholerae,0.01929,15,13,13.29
GCF_040412195.1,GCF_056770475.1,Vibrio cholerae,Vibrio cholerae,0.00123,103,95,101.44
GCF_040412195.1,GCF_056770485.1,Vibrio cholerae,Vibrio cholerae,0.00051,103,95,101.44
GCF_040412195.1,GCF_056770535.1,Vibrio cholerae,Vibrio cholerae,0.00152,102,95,100.21
GCF_040412195.1,GCF_056770545.1,Vibrio cholerae,Vibrio cholerae,0.00052,103,95,101.44
GCF_040412195.1,GCF_056770575.1,Vibrio cholerae,Vibrio cholerae,0.00051,103,95,101.44
GCF_040412195.1,GCF_058215515.1,Vibrio cholerae,Vibrio cholerae,0.01717,15,13,13.29
GCF_040412195.1,GCF_900185995.1,Vibrio cholerae,Vibrio cholerae,0.01816,13,12,11.43
GCF_040412195.1,GCF_900205735.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961,0.00120,90,89,88.38
GCF_040412195.1,GCF_900324425.1,Vibrio cholerae,Vibrio cholerae,0.00168,88,87,86.21
GCF_040412195.1,GCF_900324435.1,Vibrio cholerae,Vibrio cholerae,0.03345,17,15,15.42
GCF_040412195.1,GCF_900324445.1,Vibrio cholerae,Vibrio cholerae,0.00168,88,87,86.21
GCF_040412195.1,GCF_900324455.1,Vibrio cholerae,Vibrio cholerae,0.00168,88,87,86.21
GCF_040412195.1,GCF_900538065.1,Vibrio cholerae,Vibrio paracholerae,0.03602,15,14,13.29
GCF_040412195.1,GCF_937000105.1,Vibrio cholerae,Vibrio cholerae,0.00123,102,94,100.21
GCF_040556435.1,GCF_040735825.1,Vibrio cholerae,Vibrio cholerae,0.01771,14,10,12.43
GCF_040556435.1,GCF_041834225.2,Vibrio cholerae,Vibrio cholerae,0.00231,59,58,57.17
GCF_040556435.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.00289,58,20,56.23
GCF_040556435.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.00179,63,25,61.17
GCF_040556435.1,GCF_043755855.1,Vibrio cholerae,Vibrio cholerae,0.00192,58,21,56.23
GCF_040556435.1,GCF_043756065.1,Vibrio cholerae,Vibrio cholerae,0.00171,59,23,57.17
GCF_040556435.1,GCF_043756335.1,Vibrio cholerae,Vibrio cholerae,0.00193,57,21,55.37
GCF_040556435.1,GCF_043757505.1,Vibrio cholerae,Vibrio cholerae,0.00196,52,24,50.38
GCF_040556435.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.00163,64,29,62.15
GCF_040556435.1,GCF_043758405.1,Vibrio cholerae,Vibrio cholerae,0.00187,58,21,56.23
GCF_040556435.1,GCF_043759795.1,Vibrio cholerae,Vibrio cholerae,0.00191,57,21,55.37
GCF_040556435.1,GCF_043760105.1,Vibrio cholerae,Vibrio cholerae,0.00187,62,27,60.11
GCF_040556435.1,GCF_043760675.1,Vibrio cholerae,Vibrio cholerae,0.00187,65,29,63.39
GCF_040556435.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.00189,60,25,58.24
GCF_040556435.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.00188,63,28,61.17
GCF_040556435.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.00186,60,22,58.24
GCF_040556435.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.00187,63,28,61.17
GCF_040556435.1,GCF_043766185.1,Vibrio cholerae,Vibrio cholerae,0.00170,57,21,55.37
GCF_040556435.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.00189,64,28,62.15
GCF_040556435.1,GCF_043769025.1,Vibrio cholerae,Vibrio cholerae,0.00156,58,21,56.23
GCF_040556435.1,GCF_044343075.1,Vibrio cholerae,Vibrio cholerae,0.00196,57,21,55.37
GCF_040556435.1,GCF_044343085.1,Vibrio cholerae,Vibrio cholerae,0.00205,59,21,57.17
GCF_040556435.1,GCF_044343165.1,Vibrio cholerae,Vibrio cholerae,0.00221,58,57,56.23
GCF_040556435.1,GCF_044905045.1,Vibrio cholerae,Vibrio cholerae,0.00293,59,20,57.17
GCF_040556435.1,GCF_044905055.1,Vibrio cholerae,Vibrio cholerae,0.00282,57,46,55.37
GCF_040556435.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.01853,17,11,15.42
GCF_040556435.1,GCF_045689325.1,Vibrio cholerae,Vibrio cholerae V52,0.00558,50,13,48.18
GCF_040556435.1,GCF_046097525.1,Vibrio cholerae,Vibrio cholerae,0.01863,15,13,13.29
GCF_040556435.1,GCF_046736365.1,Vibrio cholerae,Vibrio cholerae C6706,0.00207,57,20,55.37
GCF_040556435.1,GCF_046850195.1,Vibrio cholerae,Vibrio aestuarianus subsp. francensis,0.22780,13,12,11.43
GCF_040556435.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.00291,58,57,56.23
GCF_040556435.1,GCF_049315005.1,Vibrio cholerae,Vibrio anguillarum,0.21011,10,8,8.35
GCF_040556435.1,GCF_050500225.1,Vibrio cholerae,Vibrio cholerae,0.00222,58,20,56.23
GCF_040556435.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.01802,17,12,15.42
GCF_040556435.1,GCF_051352415.1,Vibrio cholerae,Vibrio cidicii,0.20567,10,1,8.35
GCF_040556435.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.00558,44,8,42.21
GCF_040556435.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.00560,44,8,42.21
GCF_040556435.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.00561,45,9,43.23
GCF_040556435.1,GCF_052545415.1,Vibrio cholerae,Vibrio cholerae,0.01590,16,15,14.40
GCF_040556435.1,GCF_052956585.1,Vibrio cholerae,Vibrio cholerae,0.00234,57,21,55.37
GCF_040556435.1,GCF_053202865.1,Vibrio cholerae,Vibrio cholerae,0.01911,17,16,15.42
GCF_040556435.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01597,15,12,13.29
GCF_040556435.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01714,19,16,17.29
GCF_040556435.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01576,17,15,15.42
GCF_040556435.1,GCF_053220535.1,Vibrio cholerae,Vibrio cholerae,0.01728,14,11,12.43
GCF_040556435.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.01845,21,16,19.45
GCF_040556435.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.01845,21,16,19.45
GCF_040556435.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01608,14,12,12.43
GCF_040556435.1,GCF_053220615.1,Vibrio cholerae,Vibrio cholerae,0.01718,13,12,11.43
GCF_040556435.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01661,16,13,14.40
GCF_040556435.1,GCF_053220655.1,Vibrio cholerae,Vibrio cholerae,0.01669,17,15,15.42
GCF_040556435.1,GCF_053220675.1,Vibrio cholerae,Vibrio cholerae,0.01647,16,15,14.40
GCF_040556435.1,GCF_053220695.1,Vibrio cholerae,Vibrio cholerae,0.01682,14,13,12.43
GCF_040556435.1,GCF_053220715.1,Vibrio cholerae,Vibrio cholerae,0.01643,17,15,15.42
GCF_040556435.1,GCF_054112565.1,Vibrio cholerae,Vibrio metschnikovii,0.23511,11,8,9.41
GCF_040556435.1,GCF_054906185.1,Vibrio cholerae,Vibrio cholerae,0.01641,15,14,13.29
GCF_040556435.1,GCF_055389885.1,Vibrio cholerae,Vibrio cholerae,0.01736,10,7,8.35
GCF_040556435.1,GCF_055797365.1,Vibrio cholerae,Vibrio cholerae,0.01820,12,10,10.26
GCF_040556435.1,GCF_056770475.1,Vibrio cholerae,Vibrio cholerae,0.00291,59,20,57.17
GCF_040556435.1,GCF_056770485.1,Vibrio cholerae,Vibrio cholerae,0.00221,59,20,57.17
GCF_040556435.1,GCF_056770535.1,Vibrio cholerae,Vibrio cholerae,0.00322,59,20,57.17
GCF_040556435.1,GCF_056770545.1,Vibrio cholerae,Vibrio cholerae,0.00222,59,20,57.17
GCF_040556435.1,GCF_056770575.1,Vibrio cholerae,Vibrio cholerae,0.00221,59,20,57.17
GCF_040556435.1,GCF_056820805.1,Vibrio cholerae,Vibrio vulnificus,0.21250,11,8,9.41
GCF_040556435.1,GCF_058215515.1,Vibrio cholerae,Vibrio cholerae,0.01622,15,13,13.29
GCF_040556435.1,GCF_900205735.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961,0.00170,58,21,56.23
GCF_040556435.1,GCF_900324425.1,Vibrio cholerae,Vibrio cholerae,0.00275,60,20,58.24
GCF_040556435.1,GCF_900324435.1,Vibrio cholerae,Vibrio cholerae,0.03341,14,10,12.43
GCF_040556435.1,GCF_900324445.1,Vibrio cholerae,Vibrio cholerae,0.00275,60,20,58.24
GCF_040556435.1,GCF_900324455.1,Vibrio cholerae,Vibrio cholerae,0.00275,60,20,58.24
GCF_040556435.1,GCF_900538065.1,Vibrio cholerae,Vibrio paracholerae,0.03519,17,16,15.42
GCF_040556435.1,GCF_937000105.1,Vibrio cholerae,Vibrio cholerae,0.00291,59,20,57.17
GCF_040556435.1,GCF_937000115.1,Vibrio cholerae,Vibrio cholerae,0.01853,11,9,9.41
GCF_040588515.1,GCF_041834225.2,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_042604665.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_044905045.1,Vibrio metschnikovii,Vibrio cholerae,0.23511,10,8,8.35
GCF_040588515.1,GCF_044905055.1,Vibrio metschnikovii,Vibrio cholerae,0.23511,10,9,8.35
GCF_040588515.1,GCF_045689275.1,Vibrio metschnikovii,Vibrio cholerae,0.22780,10,7,8.35
GCF_040588515.1,GCF_046097525.1,Vibrio metschnikovii,Vibrio cholerae,0.18869,10,8,8.35
GCF_040588515.1,GCF_047524955.2,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_050500225.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_051046905.1,Vibrio metschnikovii,Vibrio cholerae,0.22668,16,15,14.40
GCF_040588515.1,GCF_052271875.1,Vibrio metschnikovii,Vibrio cholerae,0.23511,10,8,8.35
GCF_040588515.1,GCF_053202865.1,Vibrio metschnikovii,Vibrio cholerae,0.22894,11,10,9.41
GCF_040588515.1,GCF_053220475.1,Vibrio metschnikovii,Vibrio cholerae,0.23011,15,9,13.29
GCF_040588515.1,GCF_053220515.1,Vibrio metschnikovii,Vibrio cholerae,0.24070,10,8,8.35
GCF_040588515.1,GCF_053220535.1,Vibrio metschnikovii,Vibrio cholerae,0.23254,11,9,9.41
GCF_040588515.1,GCF_053220555.1,Vibrio metschnikovii,Vibrio cholerae,0.21416,10,8,8.35
GCF_040588515.1,GCF_053220575.1,Vibrio metschnikovii,Vibrio cholerae,0.21416,10,8,8.35
GCF_040588515.1,GCF_053220615.1,Vibrio metschnikovii,Vibrio cholerae,0.22453,15,13,13.29
GCF_040588515.1,GCF_053220635.1,Vibrio metschnikovii,Vibrio cholerae,0.19789,11,10,9.41
GCF_040588515.1,GCF_053220655.1,Vibrio metschnikovii,Vibrio cholerae,0.20639,11,9,9.41
GCF_040588515.1,GCF_053220675.1,Vibrio metschnikovii,Vibrio cholerae,0.19670,12,11,10.26
GCF_040588515.1,GCF_053220715.1,Vibrio metschnikovii,Vibrio cholerae,0.20711,10,8,8.35
GCF_040588515.1,GCF_054112565.1,Vibrio metschnikovii,Vibrio metschnikovii,0.00304,60,58,58.24
GCF_040588515.1,GCF_055797365.1,Vibrio metschnikovii,Vibrio cholerae,0.23254,10,5,8.35
GCF_040588515.1,GCF_056770475.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_056770485.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_056770535.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_056770545.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_056770575.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040588515.1,GCF_058215515.1,Vibrio metschnikovii,Vibrio cholerae,0.23254,12,10,10.26
GCF_040588515.1,GCF_900538065.1,Vibrio metschnikovii,Vibrio paracholerae,0.21416,12,11,10.26
GCF_040588515.1,GCF_937000105.1,Vibrio metschnikovii,Vibrio cholerae,0.20162,10,8,8.35
GCF_040735825.1,GCF_041734175.1,Vibrio cholerae,Vibrio anguillarum,0.21250,11,10,9.41
GCF_040735825.1,GCF_041834225.2,Vibrio cholerae,Vibrio cholerae,0.01846,16,15,14.40
GCF_040735825.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.01924,18,15,16.26
GCF_040735825.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.01817,17,16,15.42
GCF_040735825.1,GCF_043755855.1,Vibrio cholerae,Vibrio cholerae,0.01822,16,15,14.40
GCF_040735825.1,GCF_043756065.1,Vibrio cholerae,Vibrio cholerae,0.01800,16,15,14.40
GCF_040735825.1,GCF_043756335.1,Vibrio cholerae,Vibrio cholerae,0.01822,16,15,14.40
GCF_040735825.1,GCF_043757505.1,Vibrio cholerae,Vibrio cholerae,0.01822,17,16,15.42
GCF_040735825.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.01800,18,17,16.26
GCF_040735825.1,GCF_043758405.1,Vibrio cholerae,Vibrio cholerae,0.01819,16,15,14.40
GCF_040735825.1,GCF_043759795.1,Vibrio cholerae,Vibrio cholerae,0.01821,16,15,14.40
GCF_040735825.1,GCF_043760105.1,Vibrio cholerae,Vibrio cholerae,0.01826,17,16,15.42
GCF_040735825.1,GCF_043760675.1,Vibrio cholerae,Vibrio cholerae,0.01827,17,16,15.42
GCF_040735825.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.01829,16,15,14.40
GCF_040735825.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.01828,17,16,15.42
GCF_040735825.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.01825,12,11,10.26
GCF_040735825.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.01827,17,16,15.42
GCF_040735825.1,GCF_043766185.1,Vibrio cholerae,Vibrio cholerae,0.01800,16,15,14.40
GCF_040735825.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.01829,17,16,15.42
GCF_040735825.1,GCF_043769025.1,Vibrio cholerae,Vibrio cholerae,0.01791,16,15,14.40
GCF_040735825.1,GCF_044343075.1,Vibrio cholerae,Vibrio cholerae,0.01815,16,15,14.40
GCF_040735825.1,GCF_044343085.1,Vibrio cholerae,Vibrio cholerae,0.01810,16,15,14.40
GCF_040735825.1,GCF_044343165.1,Vibrio cholerae,Vibrio cholerae,0.01858,16,14,14.40
GCF_040735825.1,GCF_044784405.1,Vibrio cholerae,Vibrio cholerae,0.01930,12,9,10.26
GCF_040735825.1,GCF_044905045.1,Vibrio cholerae,Vibrio cholerae,0.01926,16,15,14.40
GCF_040735825.1,GCF_044905055.1,Vibrio cholerae,Vibrio cholerae,0.01916,16,13,14.40
GCF_040735825.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.01866,13,10,11.43
GCF_040735825.1,GCF_045689325.1,Vibrio cholerae,Vibrio cholerae V52,0.01774,12,9,10.26
GCF_040735825.1,GCF_046736365.1,Vibrio cholerae,Vibrio cholerae C6706,0.01836,16,15,14.40
GCF_040735825.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.01926,16,15,14.40
GCF_040735825.1,GCF_049315005.1,Vibrio cholerae,Vibrio anguillarum,0.21416,12,9,10.26
GCF_040735825.1,GCF_050500225.1,Vibrio cholerae,Vibrio cholerae,0.01855,16,15,14.40
GCF_040735825.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.01960,24,22,22.24
GCF_040735825.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.01831,11,6,9.41
GCF_040735825.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.01831,12,7,10.26
GCF_040735825.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.01834,11,6,9.41
GCF_040735825.1,GCF_052545415.1,Vibrio cholerae,Vibrio cholerae,0.01706,21,20,19.45
GCF_040735825.1,GCF_052956585.1,Vibrio cholerae,Vibrio cholerae,0.01863,13,12,11.43
GCF_040735825.1,GCF_053202865.1,Vibrio cholerae,Vibrio cholerae,0.02034,18,17,16.26
GCF_040735825.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01760,20,15,18.30
GCF_040735825.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01864,19,15,17.29
GCF_040735825.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01625,23,22,21.19
GCF_040735825.1,GCF_053220535.1,Vibrio cholerae,Vibrio cholerae,0.01781,14,11,12.43
GCF_040735825.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.02012,21,20,19.45
GCF_040735825.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.02012,21,20,19.45
GCF_040735825.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01766,14,13,12.43
GCF_040735825.1,GCF_053220615.1,Vibrio cholerae,Vibrio cholerae,0.01863,16,13,14.40
GCF_040735825.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01754,15,13,13.29
GCF_040735825.1,GCF_053220655.1,Vibrio cholerae,Vibrio cholerae,0.01729,23,22,21.19
GCF_040735825.1,GCF_053220675.1,Vibrio cholerae,Vibrio cholerae,0.01744,18,16,16.26
GCF_040735825.1,GCF_053220695.1,Vibrio cholerae,Vibrio cholerae,0.01470,18,17,16.26
GCF_040735825.1,GCF_053220715.1,Vibrio cholerae,Vibrio cholerae,0.01671,22,21,20.38
GCF_040735825.1,GCF_054906185.1,Vibrio cholerae,Vibrio cholerae,0.01820,18,14,16.26
GCF_040735825.1,GCF_055389885.1,Vibrio cholerae,Vibrio cholerae,0.01817,14,12,12.43
GCF_040735825.1,GCF_055797365.1,Vibrio cholerae,Vibrio cholerae,0.01986,14,12,12.43
GCF_040735825.1,GCF_056770475.1,Vibrio cholerae,Vibrio cholerae,0.01926,16,15,14.40
GCF_040735825.1,GCF_056770485.1,Vibrio cholerae,Vibrio cholerae,0.01853,16,15,14.40
GCF_040735825.1,GCF_056770535.1,Vibrio cholerae,Vibrio cholerae,0.01954,16,15,14.40
GCF_040735825.1,GCF_056770545.1,Vibrio cholerae,Vibrio cholerae,0.01854,16,15,14.40
GCF_040735825.1,GCF_056770575.1,Vibrio cholerae,Vibrio cholerae,0.01853,16,15,14.40
GCF_040735825.1,GCF_058215515.1,Vibrio cholerae,Vibrio cholerae,0.01829,21,20,19.45
GCF_040735825.1,GCF_059692255.1,Vibrio cholerae,Vibrio cholerae,0.01908,14,13,12.43
GCF_040735825.1,GCF_059941805.1,Vibrio cholerae,Vibrio parahaemolyticus,0.23381,12,10,10.26
GCF_040735825.1,GCF_900185995.1,Vibrio cholerae,Vibrio cholerae,0.01840,12,11,10.26
GCF_040735825.1,GCF_900205735.1,Vibrio cholerae,Vibrio cholerae O1 biovar El Tor str. N16961,0.01800,16,15,14.40
GCF_040735825.1,GCF_900324425.1,Vibrio cholerae,Vibrio cholerae,0.01848,19,16,17.29
GCF_040735825.1,GCF_900324445.1,Vibrio cholerae,Vibrio cholerae,0.01848,19,16,17.29
GCF_040735825.1,GCF_900324455.1,Vibrio cholerae,Vibrio cholerae,0.01848,19,16,17.29
GCF_040735825.1,GCF_900538065.1,Vibrio cholerae,Vibrio paracholerae,0.03655,18,16,16.26
GCF_040735825.1,GCF_937000105.1,Vibrio cholerae,Vibrio cholerae,0.01926,16,15,14.40
GCF_040805305.1,GCF_042604665.1,Vibrio cholerae,Vibrio cholerae,0.01934,12,10,10.26
GCF_040805305.1,GCF_042940635.1,Vibrio cholerae,Vibrio sp. NH-UV-68,0.23131,10,8,8.35
GCF_040805305.1,GCF_043754845.1,Vibrio cholerae,Vibrio cholerae,0.01909,11,9,9.41
GCF_040805305.1,GCF_043757815.1,Vibrio cholerae,Vibrio cholerae,0.01904,10,8,8.35
GCF_040805305.1,GCF_043762865.1,Vibrio cholerae,Vibrio cholerae,0.01926,10,8,8.35
GCF_040805305.1,GCF_043763295.1,Vibrio cholerae,Vibrio cholerae,0.01926,10,8,8.35
GCF_040805305.1,GCF_043763905.1,Vibrio cholerae,Vibrio cholerae,0.01915,11,9,9.41
GCF_040805305.1,GCF_043765735.1,Vibrio cholerae,Vibrio cholerae,0.01924,10,8,8.35
GCF_040805305.1,GCF_043766955.1,Vibrio cholerae,Vibrio cholerae,0.01928,10,8,8.35
GCF_040805305.1,GCF_045689275.1,Vibrio cholerae,Vibrio cholerae,0.02115,13,12,11.43
GCF_040805305.1,GCF_046097525.1,Vibrio cholerae,Vibrio cholerae,0.01315,12,10,10.26
GCF_040805305.1,GCF_046850195.1,Vibrio cholerae,Vibrio aestuarianus subsp. francensis,0.22780,10,8,8.35
GCF_040805305.1,GCF_047524955.2,Vibrio cholerae,Vibrio cholerae,0.01936,10,6,8.35
GCF_040805305.1,GCF_051046905.1,Vibrio cholerae,Vibrio cholerae,0.02055,12,11,10.26
GCF_040805305.1,GCF_051903285.1,Vibrio cholerae,Vibrio cholerae,0.01938,11,9,9.41
GCF_040805305.1,GCF_051903295.1,Vibrio cholerae,Vibrio cholerae,0.01936,11,9,9.41
GCF_040805305.1,GCF_052271875.1,Vibrio cholerae,Vibrio cholerae,0.01942,12,10,10.26
GCF_040805305.1,GCF_052545415.1,Vibrio cholerae,Vibrio cholerae,0.01887,12,11,10.26
GCF_040805305.1,GCF_053220475.1,Vibrio cholerae,Vibrio cholerae,0.01872,11,9,9.41
GCF_040805305.1,GCF_053220495.1,Vibrio cholerae,Vibrio cholerae,0.01800,11,6,9.41
GCF_040805305.1,GCF_053220515.1,Vibrio cholerae,Vibrio cholerae,0.01904,10,8,8.35
GCF_040805305.1,GCF_053220555.1,Vibrio cholerae,Vibrio cholerae,0.01997,13,12,11.43
GCF_040805305.1,GCF_053220575.1,Vibrio cholerae,Vibrio cholerae,0.01997,13,12,11.43
GCF_040805305.1,GCF_053220585.1,Vibrio cholerae,Vibrio cholerae,0.01787,12,11,10.26
GCF_040805305.1,GCF_053220635.1,Vibrio cholerae,Vibrio cholerae,0.01746,16,14,14.40
