family,n_genomes,n_species,n_proteins
GCF_000196095.1|NC_004603.1|NC_004603.1_1704,9,2,9
GCF_000196095.1|NC_004603.1|NC_004603.1_1705,9,3,9
GCF_000217675.1|NC_015637.1|NC_015637.1_17,7,3,7
GCF_000217675.1|NC_015637.1|NC_015637.1_18,14,5,15
GCF_000217675.1|NC_015637.1|NC_015637.1_826,22,12,90
GCF_000217675.1|NC_015637.1|NC_015637.1_828,13,5,13
GCF_000217675.1|NC_015637.1|NC_015637.1_829,7,3,7
GCF_000217675.1|NC_015637.1|NC_015637.1_833,8,4,8
GCF_000217675.1|NC_015637.1|NC_015637.1_839,9,4,11
GCF_000217675.1|NC_015637.1|NC_015637.1_846,4,3,4
GCF_000217675.1|NC_015637.1|NC_015637.1_847,4,3,4
GCF_000217675.1|NC_015637.1|NC_015637.1_848,7,3,7
GCF_000217675.1|NC_015637.1|NC_015637.1_849,7,3,7
GCF_000217675.1|NC_015637.1|NC_015637.1_852,8,4,8
GCF_000217675.1|NC_015637.1|NC_015637.1_855,7,3,7
GCF_000217675.1|NC_015637.1|NC_015637.1_857,17,5,26
GCF_000217675.1|NC_015637.1|NC_015637.1_868,7,3,7
GCF_000217675.1|NC_015637.1|NC_015637.1_869,24,7,24
GCF_000217675.1|NC_015637.1|NC_015637.1_870,24,7,24
GCF_000217675.1|NC_015637.1|NC_015637.1_874,11,5,11
GCF_000217675.1|NC_015637.1|NC_015637.1_879,7,3,7
GCF_000217675.1|NC_015637.1|NC_015637.1_885,1,1,1
GCF_000217675.1|NC_015637.1|NC_015637.1_889,2,2,4
GCF_000241385.1|NC_016613.1|NC_016613.1_1772,1,1,1
GCF_000241385.1|NC_016613.1|NC_016613.1_1773,1,1,1
GCF_000250855.1|NC_016945.1|NC_016945.1_361,49,12,51
GCF_000250855.1|NC_016945.1|NC_016945.1_403,1,1,1
GCF_000256265.3|NZ_CP166824.1|NZ_CP166824.1_1579,51,18,58
GCF_000256265.3|NZ_CP166824.1|NZ_CP166824.1_1581,4,4,4
GCF_000256265.3|NZ_CP166824.1|NZ_CP166824.1_1582,1,1,1
GCF_000256265.3|NZ_CP166824.1|NZ_CP166824.1_1583,1,1,1
GCF_000256265.3|NZ_CP166824.1|NZ_CP166824.1_1584,1,1,1
GCF_000256265.3|NZ_CP166825.1|NZ_CP166825.1_15,18,4,18
GCF_000256265.3|NZ_CP166825.1|NZ_CP166825.1_16,22,5,22
GCF_000256265.3|NZ_CP166825.1|NZ_CP166825.1_20,5,2,5
GCF_000256265.3|NZ_CP166825.1|NZ_CP166825.1_21,14,4,15
GCF_000256265.3|NZ_CP166825.1|NZ_CP166825.1_1446,4,3,4
GCF_000256265.3|NZ_CP166825.1|NZ_CP166825.1_1447,6,3,6
GCF_000275645.1|NZ_AKGH01000002.1|NZ_AKGH01000002.1_891,167,26,290
GCF_000328405.1|NC_019955.1|NC_019955.1_1641,11,8,11
GCF_000328405.1|NC_019955.1|NC_019955.1_1644,152,27,185
GCF_000328405.1|NC_019955.1|NC_019955.1_1648,5,4,5
GCF_000328405.1|NC_019955.1|NC_019955.1_1649,1,1,1
GCF_000328405.1|NC_019955.1|NC_019955.1_1650,8,4,11
GCF_000328405.1|NC_019955.1|NC_019955.1_1656,8,4,8
GCF_000328405.1|NC_019955.1|NC_019955.1_1657,17,8,17
GCF_000328405.1|NC_019955.1|NC_019955.1_1660,19,9,19
GCF_000328405.1|NC_019955.1|NC_019955.1_1661,151,15,229
GCF_000328405.1|NC_019955.1|NC_019955.1_1662,15,2,16
GCF_000328405.1|NC_019955.1|NC_019955.1_1665,38,9,44
GCF_000328405.1|NC_019955.1|NC_019955.1_1668,1,1,1
GCF_000328405.1|NC_019955.1|NC_019955.1_1677,1,1,1
GCF_000328405.1|NC_019955.1|NC_019955.1_1679,20,10,20
GCF_000354175.2|NC_022349.1|NC_022349.1_887,9,3,9
GCF_000354175.2|NC_022349.1|NC_022349.1_896,4,2,4
GCF_000354175.2|NC_022349.1|NC_022349.1_897,23,11,23
GCF_000354175.2|NC_022349.1|NC_022349.1_900,5,3,5
GCF_000354175.2|NC_022349.1|NC_022349.1_901,19,8,22
GCF_000354175.2|NC_022349.1|NC_022349.1_902,106,17,132
GCF_000430405.1|NC_021847.1|NC_021847.1_1978,43,15,66
GCF_000430405.1|NC_021847.1|NC_021847.1_1979,36,9,39
GCF_000430405.1|NC_021847.1|NC_021847.1_1983,4,2,4
GCF_000430405.1|NC_021847.1|NC_021847.1_1986,13,10,13
GCF_000430405.1|NC_021847.1|NC_021847.1_1987,1,1,1
GCF_000430405.1|NC_021847.1|NC_021847.1_1990,47,13,54
GCF_000430405.1|NC_021847.1|NC_021847.1_1997,1,1,1
GCF_000430405.1|NC_021847.1|NC_021847.1_2000,2,2,2
GCF_000430405.1|NC_021847.1|NC_021847.1_2001,24,6,24
GCF_000430405.1|NC_021847.1|NC_021847.1_2002,23,5,23
GCF_000430405.1|NC_021847.1|NC_021847.1_2006,11,7,11
GCF_000430405.1|NC_021847.1|NC_021847.1_2007,11,7,11
GCF_000430405.1|NC_021847.1|NC_021847.1_2008,65,16,75
GCF_000430405.1|NC_021847.1|NC_021847.1_2009,18,6,19
GCF_000430405.1|NC_021847.1|NC_021847.1_2010,1,1,1
GCF_000430405.1|NC_021847.1|NC_021847.1_2011,1,1,1
GCF_000430405.1|NC_021847.1|NC_021847.1_2012,1,1,1
GCF_000430405.1|NC_021847.1|NC_021847.1_2015,6,3,6
GCF_000430405.1|NC_021847.1|NC_021847.1_2016,5,4,7
GCF_000430405.1|NC_021847.1|NC_021847.1_2017,1,1,1
GCF_000430405.1|NC_021847.1|NC_021847.1_2018,8,4,8
GCF_000430405.1|NC_021847.1|NC_021847.1_2029,3,3,3
GCF_000430405.1|NC_021847.1|NC_021847.1_2032,3,3,3
GCF_000430405.1|NC_021847.1|NC_021847.1_2035,78,19,94
GCF_000430405.1|NC_021847.1|NC_021847.1_2036,32,12,32
GCF_000430405.1|NC_021847.1|NC_021847.1_2037,21,14,24
GCF_000430405.1|NC_021847.1|NC_021847.1_2041,72,14,91
GCF_000430405.1|NC_021847.1|NC_021847.1_2043,44,12,45
GCF_000430405.1|NC_021847.1|NC_021847.1_2045,11,7,11
GCF_000430405.1|NC_021847.1|NC_021847.1_2054,5,3,5
GCF_000430405.1|NC_021847.1|NC_021847.1_2055,1,1,1
GCF_000430405.1|NC_021847.1|NC_021847.1_2059,1,1,1
GCF_000430405.1|NC_021847.1|NC_021847.1_2060,1,1,1
GCF_000462975.1|NC_022224.1|NC_022224.1_872,2,2,2
GCF_000462975.1|NC_022224.1|NC_022224.1_887,2,2,2
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1332,1,1,1
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1333,25,7,31
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1334,25,7,30
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1338,31,14,38
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1344,3,3,3
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1345,3,3,3
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1351,9,2,9
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1352,7,4,7
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1353,5,3,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1355,6,3,6
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1360,46,7,54
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1361,5,4,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1362,2,2,2
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1364,1,1,1
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1365,1,1,1
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1370,6,5,6
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1373,3,3,3
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1374,1,1,1
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1375,1,1,1
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1379,14,6,14
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1383,7,4,7
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1384,5,3,6
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1388,5,4,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1395,7,5,7
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1396,1,1,1
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1400,30,5,38
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1401,1,1,1
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1406,5,4,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1411,40,10,47
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1413,66,14,70
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1414,5,4,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1415,6,2,6
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1416,42,11,43
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1427,8,2,8
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1428,37,5,39
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1430,29,10,32
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1431,7,3,7
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1432,6,2,6
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1433,5,2,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1434,5,2,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1435,7,3,7
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1436,5,2,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1438,11,6,11
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1439,18,7,18
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1442,39,10,40
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1443,5,3,5
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1449,29,6,33
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1454,52,6,52
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1458,30,10,31
GCF_000568495.1|NZ_CP007004.1|NZ_CP007004.1_1461,15,3,17
GCF_000746665.1|NZ_CP009261.1|NZ_CP009261.1_1626,6,3,6
GCF_000746665.1|NZ_CP009261.1|NZ_CP009261.1_1629,5,1,5
GCF_000746665.1|NZ_CP009261.1|NZ_CP009261.1_1630,19,5,26
GCF_000746665.1|NZ_CP009261.1|NZ_CP009261.1_1639,9,5,15
GCF_000746665.1|NZ_CP009261.1|NZ_CP009261.1_1641,11,2,11
GCF_000772065.1|NZ_CP009620.1|NZ_CP009620.1_130,48,5,53
GCF_000772065.1|NZ_CP009620.1|NZ_CP009620.1_234,1,1,1
GCF_000772065.1|NZ_CP009620.1|NZ_CP009620.1_235,1,1,1
GCF_000772065.1|NZ_CP009620.1|NZ_CP009620.1_236,1,1,1
GCF_000772065.1|NZ_CP009620.1|NZ_CP009620.1_237,1,1,1
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1495,8,7,8
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1496,1,1,1
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1497,3,3,5
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1498,1,1,1
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1500,8,5,8
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1501,1,1,1
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1502,10,5,10
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1505,1,1,1
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1507,4,4,4
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1508,5,5,6
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1509,1,1,1
GCF_000772105.1|NZ_CP009354.1|NZ_CP009354.1_1510,6,6,6
GCF_000772105.1|NZ_CP009355.1|NZ_CP009355.1_986,5,4,6
GCF_000772105.1|NZ_CP009355.1|NZ_CP009355.1_989,42,11,50
GCF_000772105.1|NZ_CP009355.1|NZ_CP009355.1_990,17,6,21
GCF_000772105.1|NZ_CP009355.1|NZ_CP009355.1_992,1,1,1
GCF_000772105.1|NZ_CP009355.1|NZ_CP009355.1_993,17,8,17
GCF_000772105.1|NZ_CP009355.1|NZ_CP009355.1_994,1,1,1
GCF_000772105.1|NZ_CP009355.1|NZ_CP009355.1_998,3,3,3
GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_106,1,1,1
GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_107,5,5,5
GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_108,11,6,11
GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_109,1,1,1
GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_110,1,1,1
GCF_000772105.1|NZ_CP009356.1|NZ_CP009356.1_111,1,1,1
GCF_000786425.1|NZ_LK021129.1|NZ_LK021129.1_373,5,1,5
GCF_000786425.1|NZ_LK021129.1|NZ_LK021129.1_377,3,1,3
GCF_000786425.1|NZ_LK021129.1|NZ_LK021129.1_385,8,4,8
GCF_000786425.1|NZ_LK021129.1|NZ_LK021129.1_388,7,3,7
GCF_000786425.1|NZ_LK021129.1|NZ_LK021129.1_399,9,5,9
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_784,16,6,16
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_790,28,11,29
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_791,5,3,5
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_822,4,3,4
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_824,3,2,3
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_828,3,2,3
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_831,3,2,3
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_837,50,10,64
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_852,9,4,9
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_857,3,2,3
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_858,8,4,8
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_860,13,3,16
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_863,48,4,59
GCF_000788715.2|NZ_CP012997.1|NZ_CP012997.1_864,48,5,59
GCF_000829215.1|NZ_AP014525.1|NZ_AP014525.1_325,9,7,9
GCF_000829215.1|NZ_AP014525.1|NZ_AP014525.1_330,31,10,34
GCF_000829215.1|NZ_AP014525.1|NZ_AP014525.1_357,17,2,17
GCF_000829215.1|NZ_AP014525.1|NZ_AP014525.1_358,12,3,14
GCF_000829215.1|NZ_AP014525.1|NZ_AP014525.1_375,9,5,9
GCF_000829215.1|NZ_AP014525.1|NZ_AP014525.1_376,10,6,10
GCF_000829215.1|NZ_AP014525.1|NZ_AP014525.1_416,151,28,244
GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_1499,1,1,1
GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_1504,1,1,1
GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_1506,1,1,1
GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_1511,2,1,2
GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_1512,1,1,1
GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_1515,1,1,1
GCF_000969235.1|NZ_CP010811.1|NZ_CP010811.1_1516,1,1,1
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_647,18,5,21
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_652,65,11,74
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_656,1,1,1
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_658,1,1,1
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_674,3,1,3
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_675,4,1,4
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_680,3,2,3
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_685,3,2,3
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_693,4,3,4
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_699,140,15,231
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_711,5,4,5
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_713,7,2,12
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_733,1,1,1
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_738,1,1,1
GCF_000969265.1|NZ_CP010812.1|NZ_CP010812.1_739,1,1,1
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1189,6,3,7
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1195,9,2,9
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1200,5,2,5
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1203,6,5,6
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1215,5,3,5
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1216,13,10,14
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1218,33,6,36
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1219,21,2,21
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1220,4,1,4
GCF_001244315.1|NZ_CP009982.1|NZ_CP009982.1_1224,7,4,8
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1931,13,2,14
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1932,69,12,75
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1933,12,2,13
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1934,12,2,12
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1935,1,1,1
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1937,21,5,22
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1938,7,3,8
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1939,12,4,12
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1941,46,13,52
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1943,4,3,4
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1944,11,2,11
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1945,2,1,2
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1946,14,4,15
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1947,2,1,2
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1948,22,4,24
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1952,28,8,32
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1954,1,1,1
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1959,1,1,1
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1965,6,2,6
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1967,6,4,6
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1973,5,3,6
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1975,3,2,4
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1979,3,2,3
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1981,32,7,32
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1982,33,7,33
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1983,19,4,19
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1984,8,3,8
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1986,16,8,18
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1989,2,1,2
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1990,1,1,2
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1991,1,1,1
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1995,10,5,11
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1996,9,7,10
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1998,5,3,5
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_1999,11,5,11
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_2002,3,3,3
GCF_001262735.2|NZ_CP169261.1|NZ_CP169261.1_2003,8,2,9
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1646,1,1,1
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1653,1,1,1
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1660,1,1,1
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1666,4,1,4
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1669,40,4,48
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1673,6,2,7
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1687,36,13,38
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1692,1,1,1
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1703,10,3,10
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1712,1,1,1
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1715,1,1,1
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1721,20,5,20
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1727,5,3,5
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1730,11,3,11
GCF_001304775.1|NZ_CP009765.1|NZ_CP009765.1_1737,1,1,1
GCF_001318185.1|NZ_CP006948.1|NZ_CP006948.1_306,2,2,2
GCF_001318185.1|NZ_CP006948.1|NZ_CP006948.1_341,2,2,2
GCF_001318185.1|NZ_CP006948.1|NZ_CP006948.1_350,2,2,2
GCF_001318185.1|NZ_CP006948.1|NZ_CP006948.1_389,2,2,2
GCF_001318185.1|NZ_CP006948.1|NZ_CP006948.1_390,2,2,2
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1723,33,6,36
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1724,19,4,19
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1725,9,1,9
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1727,1,1,1
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1728,1,1,1
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1732,21,8,25
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1733,14,2,14
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1734,7,3,7
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1735,10,5,10
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1744,5,2,5
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1759,12,8,13
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1761,5,4,7
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1763,1,1,1
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1769,2,2,2
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1771,1,1,2
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1772,5,2,5
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1773,4,3,4
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1775,3,3,4
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1778,11,3,11
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1787,1,1,1
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1790,4,3,4
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1793,9,2,9
GCF_001433415.1|NZ_CP009847.1|NZ_CP009847.1_1794,1,1,1
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1225,4,2,6
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1228,9,3,11
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1239,8,4,9
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1243,17,9,20
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1245,6,2,6
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1258,8,3,8
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1259,4,2,4
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1269,3,1,3
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1278,2,1,4
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1280,8,2,8
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1289,3,2,3
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1292,4,3,4
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1293,7,2,7
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1299,5,3,5
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1315,18,10,41
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1317,6,2,6
GCF_001433435.1|NZ_CP009984.1|NZ_CP009984.1_1318,6,2,6
GCF_001469735.1|NZ_CP013484.1|NZ_CP013484.1_995,8,3,8
GCF_001469735.1|NZ_CP013484.1|NZ_CP013484.1_997,4,2,5
GCF_001469735.1|NZ_CP013486.1|NZ_CP013486.1_109,6,4,6
GCF_001469735.1|NZ_CP013487.1|NZ_CP013487.1_254,6,4,6
GCF_001547935.1|NZ_AP014636.1|NZ_AP014636.1_574,2,2,2
GCF_001547935.1|NZ_AP014636.1|NZ_AP014636.1_686,1,1,1
GCF_001547935.1|NZ_AP014636.1|NZ_AP014636.1_687,1,1,1
GCF_001547935.1|NZ_AP014636.1|NZ_AP014636.1_688,1,1,2
GCF_001547935.1|NZ_AP014636.1|NZ_AP014636.1_695,1,1,1
GCF_001547935.1|NZ_AP014636.1|NZ_AP014636.1_696,1,1,1
GCF_001547935.1|NZ_AP014635.1|NZ_AP014635.1_1857,1,1,1
GCF_001547935.1|NZ_AP014635.1|NZ_AP014635.1_1858,1,1,1
GCF_001547935.1|NZ_AP014635.1|NZ_AP014635.1_1862,1,1,1
GCF_001547935.1|NZ_AP014635.1|NZ_AP014635.1_1863,1,1,1
GCF_001547935.1|NZ_AP014635.1|NZ_AP014635.1_1864,2,2,2
GCF_001558415.2|NZ_CP014034.2|NZ_CP014034.2_517,1,1,1
GCF_001558415.2|NZ_CP014034.2|NZ_CP014034.2_518,5,5,5
GCF_001558415.2|NZ_CP014034.2|NZ_CP014034.2_519,1,1,1
GCF_001558415.2|NZ_CP014034.2|NZ_CP014034.2_1141,1,1,1
GCF_001558415.2|NZ_CP014034.2|NZ_CP014034.2_1142,1,1,1
GCF_001558435.2|NZ_CP014038.2|NZ_CP014038.2_466,11,1,11
